num_samples,warmup_steps,thinning,max_tree_depth,raw_samples,max_iter,lengthscales,acquisition_function,best_x,posterior_mu,posterior_sigma
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.146099-0.701867,-0.0006922437278951532,0.001366949099994027
256,512,16,6,512,200,[0.01 0.01],,0.574161-0.669832,-0.0016916173265148536,0.0009332726396680234
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.430965-0.670746,-3.9281013811821583e+42,2.127023636247022e+42
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],ucb,0.812807-0.782319,-8.954853389414884e+41,2.7555998577715148e+42
256,512,16,6,512,200,[1.00000000e+01 9.99999978e-03],,0.430965-0.670746,-3.9281013811821583e+42,2.127023636247022e+42
256,512,16,6,512,200,[0.01 0.01],,0.574161-0.669832,-0.0016916173265148536,0.0009332726396680234
256,512,16,6,512,200,[0.01 0.01],,0.574161-0.669832,-0.0016916173265148536,0.0009332726396680234
256,512,16,6,512,200,[0.01 0.01],,0.574161-0.669832,-0.0016916173265148536,0.0009332726396680234
256,512,16,6,512,200,[0.01 0.01],,0.574161-0.669832,-0.0016916173265148536,0.0009332726396680234
256,512,16,6,512,200,[0.01 0.01],,0.574161-0.669832,-0.0016916173265148536,0.0009332726396680234
256,512,16,6,512,200,[0.01 0.01],nei,0.020996-0.705994,-0.00028602380132161073,0.0011979164725569268
256,512,16,6,512,200,[0.01 0.01],nei,0.020996-0.705994,-0.00028602380132161073,0.0011979164725569268
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.000000-1.000000,-26.05704296227464,111.66532014999412
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.035469-0.446680,-6.245432983605825,13.121502913406808
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.014733-0.556366,-22.51963496555497,198.92000004344652
256,512,16,6,512,200,[9.99999978e-03 9.99999998e+00],nei,0.001951-0.991538,-38.70794118971449,100.20021477537327
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.004462-0.829906,-38.91839984221225,49.2650015927455
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.059277-0.741432,-4.24286167712947,6.7577587047521215
256,512,16,6,512,200,[0.01 0.01],nei,0.064952-0.884604,-3.688922625984425,3.6377723834234126
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.072990-0.832538,1.003204335297493,1.4507761631542346
256,512,16,6,512,200,[0.01 0.01],nei,0.218380-0.136522,-8.721923263630979,16.677777830843596
256,512,16,6,512,200,[0.33690423 0.01      ],nei,0.104128-1.000000,69.16075806709705,47.02471867402612
256,512,16,6,512,200,[0.0102405  0.01051178],nei,0.069910-0.179241,-4.634307182971424,13.856298434983575
256,512,16,6,512,200,[0.01 0.01],nei,0.147186-0.083995,-8.758413227708054,18.3019990256705
256,512,16,6,512,200,[0.01667847 0.01959023],,0.114269-0.548580,0.0002458073120377485,0.016480433518925225
256,512,16,6,512,200,[0.01667847 0.01959023],nei,0.122920-0.634495,0.0003100147889457042,0.017032590421501913
256,512,16,6,512,200,[0.13060923 0.01844127],nei,0.399021-0.584086,-5.602829216326365,15.730079222625687
256,512,16,6,512,200,[0.01449626 0.151227  ],nei,0.884785-0.120164,-5.911521344680638,21.917916931353528
256,512,16,6,512,200,[0.127638   0.01474543],nei,0.883890-0.567284,-1.5721925426320995,20.384448732449858
256,512,16,6,512,200,[0.12443812 0.01381374],nei,0.456636-0.378248,-5.770608532016778,19.68064310090615
256,512,16,6,512,200,[0.014182   0.01209568],nei,0.742754-0.411744,-2.598394874410422,16.230795867247632
256,512,16,6,512,200,[0.12172163 0.01037763],nei,0.891931-0.581298,-4.457788910354407,19.27852096108122
256,512,16,6,512,200,[0.0118     0.01018206],nei,0.160568-0.399791,-1.5329131117549366,9.651916557797124
256,512,16,6,512,200,[0.01145068 0.01      ],nei,0.120237-0.679966,-6.6451196237622545,17.628909478440423
256,512,16,6,512,200,[0.01110137 0.01      ],nei,0.108284-0.819685,-6.8183374963733225,18.288087140080133
256,512,16,6,512,200,[0.01000001 0.01000084],nei,0.057266-0.404431,-6.98627307762229,16.98811118323542
256,512,16,6,512,200,[0.01       0.01000007],nei,0.091405-0.403174,-6.63093613167494,17.331500127666967
256,512,16,6,512,200,[0.01       0.08216995],nei,0.468039-0.236959,-2.661647691126525,15.6680498043334
256,512,16,6,512,200,[0.01667847 0.01959023],nei,0.122920-0.634495,0.0003100147889457042,0.017032590421501913
256,512,16,6,512,200,[0.01451214 0.01844127],nei,0.649852-0.633635,3.067214810460897,0.6916172554964153
256,512,16,6,512,200,[0.13046637 0.01712701],nei,0.500897-0.632937,4.398469945520645,0.7249478673062705
256,512,16,6,512,200,[0.13060923 0.01628573],nei,0.384949-0.633382,4.651218689348175,0.1018339641213945
256,512,16,6,512,200,[0.13046637 0.01567712],nei,0.637613-0.630881,4.386246440092893,0.23032524954785832
256,512,16,6,512,200,[0.12996904 0.01358717],nei,0.999999-0.632335,4.815644036867777,0.10595467464750058
256,512,16,6,512,200,[0.13046637 0.01037792],nei,0.657951-0.626770,4.2150462524938845,0.28428900712951577
256,512,16,6,512,200,[0.13032351 0.01099179],nei,0.603062-0.629026,4.619308173322722,0.07296000937268834
256,512,16,6,512,200,[0.01152426 0.08987849],nei,0.772976-0.620351,3.752675581155601,1.049093737482423
256,512,16,6,512,200,[0.08395915 0.02305016],nei,0.922650-0.624412,4.679876858553496,0.12650904119743628
256,512,16,6,512,200,[0.08133138 0.01      ],nei,0.999999-0.617072,3.7556879024753043,0.9946188642442856
256,512,16,6,512,200,[0.01 0.01],nei,0.000000-0.616853,3.598171313126718,1.2078347850046098
256,512,16,6,512,200,[0.01000018 0.01      ],nei,0.859323-0.618399,4.680609776822852,0.2225435701654614
256,512,16,6,512,200,[0.01 0.01],nei,0.020996-0.705994,-0.00028602380132161073,0.0011979164725569268
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.013145-0.816988,4.448917742418365,6.114897570164446
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.016431-0.934374,3.8393997198585947,2.089946920778367
256,512,16,6,512,200,[1.e-02 1.e+01],nei,0.009094-0.108938,1.7451351875921457,6.028712337810461
256,512,16,6,512,200,[0.01       9.99847633],nei,0.000000-0.991538,2.7789603540246306,4.5603137377294685
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.020692-0.556366,2.791530455620304,0.9010388789927891
256,512,16,6,512,200,[0.01045424 0.52423391],nei,0.000797-0.991538,1.4670872336377592,3.6683583978458936
256,512,16,6,512,200,[ 0.96342886 10.        ],nei,0.019624-0.611505,3.153923259240595,0.11813311147996737
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.011842-0.196328,2.4055844897825436,0.9690865161402038
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.014173-0.407668,2.772418368939132,0.7173910849234645
256,512,16,6,512,200,[0.01       9.99999433],nei,0.000721-0.108938,1.9086023518886284,4.050682310514362
256,512,16,6,512,200,[9.99999978e-03 9.99999994e+00],nei,0.002942-0.705974,1.6497924371176196,1.1612152984448192
256,512,16,6,512,200,[ 0.01 10.  ],nei,0.002850-0.108938,2.7522230468306965,0.8714321963933952
256,512,16,6,512,200,[0.01 0.01],nei,0.020996-0.705994,-0.00028602380132161073,0.0011979164725569268
256,512,16,6,512,200,[0.01 0.01],nei,0.020996-0.705994,-0.00028602380132161073,0.0011979164725569268
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.000000-0.523962,24.498787353766744,12.665757302190679
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.003589-1.000000,-2.134893043963504,5.377141207630939
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.001524-0.108938,-0.5819435089155838,9.30544395209071
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.001662-0.991538,-1.524909239965464,4.545102856728253
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.033439-0.007335,-0.3884419657084739,0.7308037994508599
256,512,16,6,512,200,[9.99999978e-03 1.00000000e+01],nei,0.011395-0.196328,-2.0793047758009005,1.3334181007531902
256,512,16,6,512,200,[0.01       9.99999536],nei,0.007080-0.829906,-0.7094045619596009,6.136210846415814
256,512,16,6,512,200,[0.01 0.01],nei,0.011834-0.934374,-1.8564297331608917,1.154490951304053
