num_samples,warmup_steps,thinning,max_tree_depth,raw_samples,max_iter,lengthscales,acquisition_function,best_x,posterior_mu,posterior_sigma
635,1228,18,8,286,998,[0.26961837 0.56954785 9.88876847 0.13218136],ucb,0.184493-0.751272-1.000000-1.000000,5.993802571332933,16.48980886831865
635,1228,18,8,286,998,[0.19052227 0.1077753  1.59378741 0.09126792],ucb,1.000000-1.000000-0.915511-0.971473,5.328594246364283,15.363894108586857
635,1228,18,8,286,998,[0.02594808 0.02712037 0.12465618 9.92803003],nei,0.259584-0.876775-0.976850-0.969951,7.558527016735397,9.123041588919756
635,1228,18,8,286,998,[0.23182801 0.23948342 9.94842817 0.05629788],nei,0.940461-0.990218-0.999999-1.000000,4.089516771318471,14.056909322730768
635,1228,18,8,286,998,[0.27345328 0.31246864 9.99673326 0.07681526],nei,0.261726-0.871572-0.821231-0.934020,5.8028833218037175,10.266390668697209
635,1228,18,8,286,998,[0.26555954 0.24719715 1.76530442 0.1159597 ],nei,0.727819-1.000000-1.000000-1.000000,3.5263322516308624,13.557269026288314
635,1228,18,8,286,998,[9.99801644 0.05935029 0.7924505  0.25851718],nei,0.000000-0.106276-1.000000-1.000000,3.9146467360410973,13.740332776403775
135,1046,34,4,1060,578,[9.82771288 1.18218692 2.09923254 0.0942936 ],ucb,0.886374-1.000000-1.000000-0.000001,9.286855702396858,11.730848697581381
135,1046,34,4,1060,578,[9.92979885 1.20540828 3.09031101 0.22931382],ucb,0.000065-0.000003-0.000003-0.999981,16.63583392600398,4.235780927660434
135,1046,34,4,1060,578,[10.          0.29589969  2.04896526  0.10916912],ucb,0.000000-0.000000-0.000000-0.000000,1.6956055574685927,12.04550377685135
135,1046,34,4,1060,578,[8.33469569 0.1622599  1.76669689 0.23493087],ucb,0.000232-0.033640-0.000000-1.000000,11.815642395740689,5.5054314908228505
135,1046,34,4,1060,578,[0.91193743 0.03878608 0.1853865  1.94567747],ucb,0.120784-0.994908-0.855117-1.000000,15.505112942035606,5.659746952589473
135,1046,34,4,1060,578,[1.00428205 0.01       2.45012176 2.73740192],ucb,0.972455-0.987648-0.718609-0.076909,14.067826295877843,5.154840684673603
135,1046,34,4,1060,578,[1.3140159  0.97363308 2.37412171 2.11557034],ucb,1.000000-0.870210-0.964230-1.000000,22.14236807699082,4.13378356316948
135,1046,34,4,1060,578,[0.240095   0.06820108 0.59025414 1.13707195],ucb,0.881685-0.968608-1.000000-1.000000,16.09173639192555,4.2157043826699505
135,1046,34,4,1060,578,[0.01002303 0.01000406 0.250792   1.83064242],nei,0.913654-0.990374-0.483580-0.686294,13.838865650998835,3.7958821699995946
135,1046,34,4,1060,578,[0.60900515 0.01128082 1.89383223 1.14212397],nei,0.522361-0.706652-0.874379-1.000000,15.50514265783028,3.0990905146934513
135,1046,34,4,1060,578,[0.48317768 0.01       2.45823944 0.72521552],nei,1.000000-0.992759-0.008072-1.000000,12.488733457447667,4.691748128912049
135,1046,34,4,1060,578,[0.53414599 0.01000007 0.24469657 0.55233511],nei,0.148053-0.019198-0.726193-0.995536,11.424368352942471,3.520188267222292
135,1046,34,4,1060,578,[0.61146844 0.01311388 0.62112569 0.54217556],nei,0.000000-0.811366-1.000000-1.000000,9.970229952337695,4.667958080875436
86,1561,31,10,494,133,[9.97349825 0.01100154 4.1510995  9.99779909],ucb,0.194145-0.999596-1.000000-0.259050,6095.328206355947,4205.023235623984
86,1561,31,10,494,133,[4.49796436 0.02060181 4.45888878 9.5307072 ],ucb,0.999997-1.000000-0.000000-0.999997,2093.684715018385,3768.8449398964844
86,1561,31,10,494,133,[9.85416524 0.01       0.01       0.01      ],ucb,0.999998-0.999970-0.000000-1.000000,1804.1561626064738,2789.3765460707455
86,1561,31,10,494,133,[9.98686597 1.42387469 0.10997225 0.18532915],ucb,1.000000-1.000000-1.000000-1.000000,6551.756456249574,1820.6878545859906
86,1561,31,10,494,133,[9.99999978e-03 1.00000000e+01 9.99999978e-03 3.33062874e+00],ucb,0.940293-0.336223-0.949989-0.418311,5718.142185085028,2130.146448918318
86,1561,31,10,494,133,[9.99999978e-03 1.00000000e+01 1.01798243e-02 2.49086550e-01],ucb,0.986105-0.365668-0.955472-0.999526,2369.4553871079615,423.40964673402897
86,1561,31,10,494,133,[9.99999978e-03 1.00000000e+01 3.59479933e-01 4.88534748e-01],ucb,0.797939-0.173136-0.998696-0.939536,5873.607116207628,466.61199519135386
86,1561,31,10,494,133,[1.00000000e+01 2.50879669e-01 9.99999978e-03 9.99999978e-03],ucb,0.628563-0.933873-0.527603-0.879547,673.5347857610128,757.4061463634745
86,1561,31,10,494,133,[1.00000000e+01 2.42073932e-01 9.99999978e-03 2.38877323e-01],nei,0.728202-0.867272-0.983236-0.910909,1628.646849049629,606.2987925794305
86,1561,31,10,494,133,[0.23864813 9.90040855 4.43221026 0.02190409],nei,1.000000-0.501818-0.418246-0.146836,460.40947545470453,2976.5774618311466
86,1561,31,10,494,133,[1.00002910e-02 1.00000000e+01 9.99999978e-03 9.99999978e-03],nei,0.497275-0.920005-0.903313-0.945400,1642.306591501234,2023.3048099706778
86,1561,31,10,494,133,[0.0103012  4.16182724 9.67094709 0.03333626],nei,0.962574-0.000000-1.000000-1.000000,7221.227751091311,745.1203779842461
86,1561,31,10,494,133,[0.0114769  9.98716049 1.62369519 0.01101692],nei,0.935621-0.406680-0.993797-1.000000,7212.532026728382,725.5940015281732
65,256,36,8,727,878,[2.06920498 4.35789083 1.02331163 3.07006536],ucb,1.000000-1.000000-1.000000-1.000000,7912.323572467145,96.82820565621338
65,256,36,8,727,878,[9.99999998 9.98545451 0.22594685 9.99984305],ucb,1.000000-1.000000-1.000000-0.000000,2149.5481590280797,447.4398666614832
65,256,36,8,727,878,[9.99999951 9.99881112 0.48926486 0.59872959],ucb,1.000000-1.000000-1.000000-1.000000,2065.127279806583,420.10791155472367
65,256,36,8,727,878,[9.99997625 9.99298315 0.4336352  0.52699006],ucb,1.000000-0.000000-1.000000-1.000000,1685.7317995786448,398.9324681595716
65,256,36,8,727,878,[9.99976289 0.7365393  0.41977841 0.57135382],ucb,1.000000-1.000000-1.000000-1.000000,1637.8310817360277,400.1826954989417
65,256,36,8,727,878,[9.99972112 0.71843334 0.38446473 0.50828126],ucb,0.000000-1.000000-1.000000-1.000000,1383.1896886466877,369.4153314395895
65,256,36,8,727,878,[9.99069996 0.70761938 0.36473413 0.46204165],ucb,0.674246-0.930522-1.000000-1.000000,1213.1191651706358,336.46254287139004
65,256,36,8,727,878,[9.99936339 0.73678869 0.354741   0.42848737],ucb,0.563112-0.928612-1.000000-0.985315,1078.507470751013,312.29331394989447
65,256,36,8,727,878,[0.043861   9.99992322 9.99952492 9.99575589],nei,0.929909-1.000000-1.000000-1.000000,7396.349012615292,526.9470797569517
65,256,36,8,727,878,[9.99759014 0.77442762 0.34241835 0.38228516],nei,0.000000-1.000000-1.000000-0.668063,729.0615801354344,326.2714485451519
65,256,36,8,727,878,[9.9956699  0.89812754 0.38843257 0.27489912],nei,1.000000-0.000000-0.000000-1.000000,445.69182504873004,343.8747605153973
65,256,36,8,727,878,[9.99638335 0.91111736 0.37530669 0.28008696],nei,0.000000-0.321341-1.000000-0.857064,703.7911202466978,306.3860277944655
65,256,36,8,727,878,[9.99779248 0.63415812 0.38584651 0.28308199],nei,1.000000-0.627203-1.000000-0.792920,672.1257846250741,294.72703844546754
158,558,51,10,641,922,[2.06920498 4.35789083 1.02331163 3.07006536],ucb,1.000000-1.000000-1.000000-1.000000,7912.323572467145,96.82820565621338
158,558,51,10,641,922,[9.99999998 9.98545451 0.22594685 9.99984305],ucb,1.000000-1.000000-1.000000-0.000000,2149.5481590280797,447.4398666614832
158,558,51,10,641,922,[9.99999951 9.99881112 0.48926486 0.59872959],ucb,1.000000-1.000000-1.000000-1.000000,2065.127279806583,420.10791155472367
158,558,51,10,641,922,[9.99997625 9.99298315 0.4336352  0.52699006],ucb,1.000000-0.000000-1.000000-1.000000,1685.7317995786448,398.9324681595716
158,558,51,10,641,922,[9.99976289 0.7365393  0.41977841 0.57135382],ucb,1.000000-1.000000-1.000000-1.000000,1637.8310817360277,400.1826954989417
158,558,51,10,641,922,[9.99972112 0.71843334 0.38446473 0.50828126],ucb,0.000000-1.000000-1.000000-1.000000,1383.1896886466877,369.4153314395895
158,558,51,10,641,922,[9.99069996 0.70761938 0.36473413 0.46204165],ucb,0.675142-0.930596-1.000000-1.000000,1213.1162055249747,336.4654970391825
158,558,51,10,641,922,[9.99798602 0.73721934 0.35513253 0.42836571],ucb,0.562492-0.928722-1.000000-0.985361,1078.4762089703659,312.28324481874097
158,558,51,10,641,922,[ 0.04373983 10.          9.99836293 10.        ],nei,0.929955-1.000000-1.000000-1.000000,7395.486615681031,525.5670995747257
158,558,51,10,641,922,[9.99822993 0.77388387 0.34237675 0.38244625],nei,0.000000-0.000000-0.000000-0.000000,439.77888545780587,362.42817695367205
158,558,51,10,641,922,[9.9973847  0.80209656 0.36098006 0.38567721],nei,1.000000-0.000000-0.000000-1.000000,428.1487617129635,360.2716453656482
158,558,51,10,641,922,[9.99986386 0.82060152 0.35610861 0.39878303],nei,0.000000-0.424339-1.000000-0.832616,743.6969352549377,312.23535456152683
158,558,51,10,641,922,[9.9997194  0.62925814 0.37255069 0.39693329],nei,1.000000-1.000000-1.000000-0.655881,685.445205850811,316.48541845899666
256,512,16,6,512,200,[9.72113025 0.01145926 0.07290692],ucb,1.000000-1.000000-0.650729,-0.16380696578347093,0.11622144437227151
256,512,16,6,512,200,[0.01 0.01 0.01],ucb,1.000000-0.000000-1.000000,-815165766291.9077,3098771086676.4434
256,512,16,6,512,200,[1.00000000e+01 1.00000000e+01 9.99999978e-03],ucb,1.000000-0.000000-1.000000,-92656732594.09805,428539013863.8687
256,512,16,6,512,200,[0.01 0.01 0.01],ucb,1.000000-0.000000-1.000000,-500316160137.0343,293315970279.9404
256,512,16,6,512,200,[0.01 0.01 0.01],ucb,1.000000-0.000000-1.000000,18425617534.832382,28812128566.379887
256,512,16,6,512,200,[0.01 0.01 0.01],ucb,1.000000-0.000000-1.000000,-3246093921.3500285,14972601244.88916
256,512,16,6,512,200,[0.01 0.01 0.01],ucb,0.000000-1.000000-1.000000,-689397339.7315061,7470519390.425948
256,512,16,6,512,200,[0.01 0.01 0.01],ucb,1.000000-0.000000-1.000000,-395933654.09191495,1374282390.311536
256,512,16,6,512,200,[0.01 0.01 0.01],ucb,1.000000-0.000000-1.000000,-386849284.41670614,597288759.6280847
256,512,16,6,512,200,[0.01 0.01 0.01],ucb,1.000000-0.000000-1.000000,-14256877.877625784,114797377.66799016
256,512,16,6,512,200,[1.00000000e+01 6.72341463e+00 9.99999978e-03],ucb,1.000000-0.000000-1.000000,64832.15499545942,13881400.964613538
256,512,16,6,512,200,[1.00000000e+01 1.00000000e+01 9.99999978e-03],ucb,1.000000-0.000000-1.000000,-377529.7586692473,1573563.4799912681
256,512,16,6,512,200,[0.01 0.01 0.01],ucb,1.000000-0.000000-1.000000,282572.2384296512,2260891.433187674
256,512,16,6,512,200,[1.00000000e+01 1.00000000e+01 9.99999978e-03],ucb,0.661254-0.824069-0.974152,-37606.76815303071,194649.00140270556
256,512,16,6,512,200,[1.00000000e+01 1.00000000e+01 9.99999978e-03],ucb,0.678028-0.188285-1.000000,60347.993112420074,44176.36764036154
256,512,16,6,512,200,[0.01 0.01 0.01],ucb,0.959138-0.356565-1.000000,-11485.049377293457,50545.91858700052
256,512,16,6,512,200,[0.01 0.01 0.01],ucb,0.586306-0.419117-1.000000,-3972.7296801945504,17808.338603118533
256,512,16,6,512,200,[1.00000000e+01 1.00000000e+01 9.99999978e-03],ucb,1.000000-1.000000-1.000000,76.6723097964442,1362.4830553684244
256,512,16,6,512,200,[0.01 0.01 0.01],ucb,1.000000-0.245170-1.000000,-271.0105439727102,1409.6018840778354
256,512,16,6,512,200,[1.00000000e+01 1.00000000e+01 9.99999978e-03],ucb,1.000000-0.000000-1.000000,-38.19723957694176,138.79581238697244
256,512,16,6,512,200,[1.00000000e+01 9.99999797e+00 9.99999978e-03],ucb,1.000000-1.000000-1.000000,-78.62774495252069,69.04516487562036
256,512,16,6,512,200,[1.00000000e+01 1.00000000e+01 9.99999978e-03],ucb,1.000000-0.000000-1.000000,-7.076203261508639,21.49499577940914
256,512,16,6,512,200,[10.       10.        0.036083],ucb,0.664893-0.228769-0.972437,-2.694719934585452,2.779955114867737
256,512,16,6,512,200,[9.99999596 9.99999997 0.01      ],ucb,1.000000-1.000000-1.000000,-2.787159987382787,1.6930171523185322
256,512,16,6,512,200,[1.00000000e+01 1.00000000e+01 9.99999978e-03],ucb,0.667177-0.228877-0.967952,-1.7677241273022628,1.0499429680786039
256,512,16,6,512,200,[10.   10.    0.01],ucb,0.000000-1.000000-1.000000,-1.6369571150905344,0.6839164869682237
256,512,16,6,512,200,[10.         10.          0.01000058],ucb,0.000000-1.000000-1.000000,-1.3768463361431955,0.48101918233769736
256,512,16,6,512,200,[10.         10.          0.01000014],ucb,0.000000-1.000000-1.000000,-1.221093367704014,0.3890693440771041
256,512,16,6,512,200,[ 1.12381082 10.          0.01116812],ucb,0.985033-0.461448-0.339827,-0.7572238112989513,0.14787460447014011
256,512,16,6,512,200,[9.8872593  1.68237258 0.01125737],ucb,0.908103-0.577491-0.486829,-0.7123281345596691,0.06577948113688509
256,512,16,6,512,200,[9.41868231 9.73206461 0.01824443],ucb,1.000000-0.136273-1.000000,-0.8360294896195962,0.14550083733139102
256,512,16,6,512,200,[9.99886227 0.01884751 0.07289068],ucb,1.000000-1.000000-0.650743,-0.7644933366468927,0.11613441870144495
256,512,16,6,512,200,[9.68712289 0.03565882 0.07375878],ucb,0.444770-0.999714-0.611068,-0.6925847050741833,0.08361073055873497
256,512,16,6,512,200,[9.94043525 0.01390751 0.07319836],ucb,1.000000-0.999338-0.597717,-0.652357318391462,0.06747059113091682
256,512,16,6,512,200,[4.87363492 0.01000016 0.01093111],ucb,0.000000-0.996376-0.566459,-0.6095611999823398,0.05207147206875453
256,512,16,6,512,200,[8.59057756 0.02038262 0.07164306],ucb,0.855708-0.998061-0.553734,-0.5849029167537707,0.044550633469141385
256,512,16,6,512,200,[0.01087295 6.08495217 0.01394513],ucb,1.000000-1.000000-1.000000,-0.5782745735177078,0.04288574638990124
256,512,16,6,512,200,[9.99997434 0.01203852 0.01000599],ucb,0.149869-0.988468-0.032918,-0.5180321756392452,0.024445773585140756
256,512,16,6,512,200,[10.          0.86839998  0.015509  ],ucb,0.400324-0.999165-0.031825,-0.49737993498614685,0.020923680842800732
256,512,16,6,512,200,[9.99993814 0.01035862 0.02469995],ucb,0.469086-0.984805-0.038544,-0.4781804784295351,0.017615873737693147
256,512,16,6,512,200,[9.99999672 0.01030335 0.01013532],ucb,0.614421-0.981889-0.038114,-0.4597610979158637,0.01488583551535995
256,512,16,6,512,200,[4.1309612  1.11148745 0.05801886],ucb,0.991604-0.827615-0.482231,0.28871808520016545,0.13671405356477223
256,512,16,6,512,200,[4.1309612  1.11148745 0.05801886],ucb,0.991604-0.827615-0.482231,0.28871808520016545,0.13671405356477223
256,512,16,6,512,200,[4.1309612  1.11148745 0.05801886],ucb,0.991604-0.827615-0.482231,0.28871808520016545,0.13671405356477223
256,512,16,6,512,200,[4.1309612  1.11148745 0.05801886],nei,0.990574-0.826718-0.482233,0.2887278810608004,0.13670795177867662
256,512,16,6,512,200,[4.1309612  1.11148745 0.05801886],ucb,0.991604-0.827615-0.482231,0.28871808520016545,0.13671405356477223
256,512,16,6,512,200,[4.1309612  1.11148745 0.05801886],,0.178914-0.731068-0.963191,0.17249207726342186,0.03312768529966005
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.999990-0.777615-0.482594,0.2802867593530498,0.12450277867267077
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.250000-0.061461,0.2802674527632784,0.10476196167999621
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.250000-0.488415,0.28025847151585376,0.1192345400736854
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.250000-0.500000,0.28025542478869725,0.11371049762886007
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.250000-0.906087,0.25441017206859345,0.05681392725933722
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.500000-0.067214,0.28023898749639936,0.11479990534457574
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.500000-0.485145,0.28023072800045695,0.1292426605411803
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.458411-0.500000,0.2802322909979582,0.11862395205354972
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.393565-0.906762,0.25406418226544775,0.0575483548616137
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.582064-0.068574,0.2802272946896263,0.1156563654276847
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.566567-0.484406,0.2802215408346679,0.129750104077064
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.500000-0.500000,0.2802269604544371,0.11844349710930392
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.500000-0.906354,0.2542590796507187,0.05713502816923503
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.750000-0.070895,0.2801949411770677,0.11170105566580847
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.750000-0.482985,0.2801871301244225,0.1256670506478588
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.750000-0.500000,0.2801829168114877,0.11063861248903491
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.250000-0.750000-0.902518,0.2560417134411913,0.053746272074040286
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.250000-0.061425,0.2802743106086663,0.10487278008617676
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.250000-0.488416,0.2802653294666192,0.11930069421310112
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.250000-0.500000,0.2802622831380311,0.11376600292404718
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.250000-0.906113,0.25440221655821993,0.056839015650246905
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.500000-0.067194,0.28024585537366503,0.1149150771768675
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.500000-0.485144,0.28023759638835344,0.12936682844816114
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.458951-0.500000,0.28023909030063415,0.11870596391454238
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.393570-0.906788,0.2540555360382561,0.057575621196403165
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.581928-0.068555,0.2802341873885327,0.11576996006863571
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.567605-0.484394,0.28022825949485947,0.12989106618390214
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.500000-0.500000,0.28023382883511155,0.11853008398222271
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.500000-0.906380,0.2542507866372464,0.05716112667650052
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.750000-0.070879,0.2802018172160917,0.11179958651221912
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.750000-0.482985,0.28019400643931036,0.12584006508980186
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.750000-0.500000,0.28018979339759625,0.11073907975405364
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.500000-0.750000-0.902544,0.2560351387035938,0.05376442810156038
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.750000-0.250000-0.061399,0.28028307586119405,0.10490665767992187
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.555229-0.250000-0.488415,0.2802669631847943,0.11930229626634282
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.530964-0.250000-0.500000,0.280263186758624,0.11376631568703591
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.740318-0.250000-0.906119,0.2544049549507212,0.05684427618324159
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.674335-0.500000-0.067183,0.28025149707760294,0.11493642705867234
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.654512-0.500000-0.485142,0.2802425097144342,0.1293862745895176
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.593445-0.459185-0.500000,0.2802418961949105,0.11871148293153297
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.733245-0.393573-0.906795,0.2540578552941687,0.057581403240998794
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.657212-0.581778-0.068545,0.2802392233645591,0.11578804179432052
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.685790-0.568306-0.484386,0.2802342374522993,0.12992023758821675
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.608639-0.500000-0.500000,0.28023716087740114,0.11853760751301477
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.740846-0.500000-0.906387,0.25425343243797544,0.057166597730301104
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.633566-0.750000-0.070874,0.2802059975262071,0.11181167175145224
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.750000-0.750000-0.482985,0.28020280032452544,0.1258981414519168
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.703411-0.750000-0.500000,0.28019657746108645,0.11076190555646162
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.750000-0.750000-0.902550,0.25603859022242037,0.05376834288317571
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.751460-0.250000-0.061399,0.280283143300987,0.10490662879273381
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.750000-0.250000-0.488408,0.28027409722436986,0.11927035072364862
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.750000-0.250000-0.500000,0.2802710492459517,0.11372725666744025
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.999992-0.250000-0.906097,0.25448153159642745,0.05682754511820407
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.750000-0.500000-0.067179,0.2802546348668421,0.11493058105756702
256,512,16,6,512,200,[4.15963452 3.45476861 0.06225321],ucb,0.750000-0.500000-0.485141,0.28024637714923534,0.12937635627061103
