num_samples,warmup_steps,thinning,max_tree_depth,raw_samples,max_iter,lengthscales,acquisition_function,best_x,posterior_mu,posterior_sigma
256,512,16,6,512,200,"[9.98216613 9.99567037 7.35438219 9.96870828 9.99950069 5.83969419
 9.99711377 9.99885488]",ucb,0.000000-0.005592-0.000007-0.000000-1.000000-0.517685-0.004421-0.999027,9.916178803162003,0.02500311827242327
256,512,16,6,512,200,"[9.98216613 9.99567037 7.35438219 9.96870828 9.99950069 5.83969419
 9.99711377 9.99885488]",ucb,0.000000-0.005592-0.000007-0.000000-1.000000-0.517685-0.004421-0.999027,9.916178803162003,0.02500311827242327
256,512,16,6,512,200,"[9.98216613 9.99567037 7.35438219 9.96870828 9.99950069 5.83969419
 9.99711377 9.99885488]",ucb,0.000000-0.005592-0.000007-0.000000-1.000000-0.517685-0.004421-0.999027,9.916178803162003,0.02500311827242327
256,512,16,6,512,200,"[9.98216613 9.99567037 7.35438219 9.96870828 9.99950069 5.83969419
 9.99711377 9.99885488]",ucb,0.000000-0.005592-0.000007-0.000000-1.000000-0.517685-0.004421-0.999027,9.916178803162003,0.02500311827242327
256,512,16,6,512,200,"[9.98216613 9.99567037 7.35438219 9.96870828 9.99950069 5.83969419
 9.99711377 9.99885488]",ucb,0.000000-0.005592-0.000007-0.000000-1.000000-0.517685-0.004421-0.999027,9.916178803162003,0.02500311827242327
256,512,16,6,512,200,"[9.98216613 9.99567037 7.35438219 9.96870828 9.99950069 5.83969419
 9.99711377 9.99885488]",ucb,0.000000-0.005592-0.000007-0.000000-1.000000-0.517685-0.004421-0.999027,9.916178803162003,0.02500311827242327
256,512,16,6,512,200,"[9.98216613 9.99567037 7.35438219 9.96870828 9.99950069 5.83969419
 9.99711377 9.99885488]",ucb,0.000000-0.005592-0.000007-0.000000-1.000000-0.517685-0.004421-0.999027,9.916178803162003,0.02500311827242327
256,512,16,6,512,200,"[9.98216613 9.99567037 7.35438219 9.96870828 9.99950069 5.83969419
 9.99711377 9.99885488]",ucb,0.000000-0.005592-0.000007-0.000000-1.000000-0.517685-0.004421-0.999027,9.916178803162003,0.02500311827242327
256,512,16,6,512,200,"[9.98216613 9.99567037 7.35438219 9.96870828 9.99950069 5.83969419
 9.99711377 9.99885488]",ucb,0.000000-0.005592-0.000007-0.000000-1.000000-0.517685-0.004421-0.999027,9.916178803162003,0.02500311827242327
256,512,16,6,512,200,"[9.73611466 9.97603063 7.33594728 9.92601115 9.96109464 5.46611364
 9.96606367 9.98876957]",ucb,0.000000-0.000000-0.000005-0.000000-1.000000-0.528731-0.000000-0.000000,9.949164345917989,0.035990180458136733
256,512,16,6,512,200,"[8.99999901 9.94503334 6.32005102 9.77157084 9.99382377 6.17942315
 9.79963483 9.98739261]",ucb,0.000000-0.000000-0.000000-0.072828-1.000000-0.503073-0.009985-0.000001,2.993460494206368,0.004161479501600174
256,512,16,6,512,200,"[8.99999901 9.94503334 6.32005102 9.77157084 9.99382377 6.17942315
 9.79963483 9.98739261]",ucb,0.000000-0.000000-0.000000-0.072828-1.000000-0.503073-0.009985-0.000001,2.993460494206368,0.004161479501600174
256,512,16,6,512,200,"[8.99999901 9.94503334 6.32005102 9.77157084 9.99382377 6.17942315
 9.79963483 9.98739261]",ucb,0.000000-0.000000-0.000000-0.072828-1.000000-0.503073-0.009985-0.000001,2.993460494206368,0.004161479501600174
256,512,16,6,512,200,"[9.5568549  9.97761121 7.32330192 9.88617905 9.99065931 5.02840701
 9.95406598 9.99413978]",ucb,0.007862-0.000000-0.000024-0.000000-1.000000-0.538916-0.000000-0.000000,24.800313418566237,0.10772925618137849
256,512,16,6,512,200,"[9.99970623 9.96848185 9.14610862 9.99999844 9.92435319 9.93800833
 9.17121893 9.4313271 ]",ucb,0.814817-0.866030-0.122432-0.227984-0.714620-0.025213-0.868065-0.760544,13.815509557935018,0.00010000000000262058
256,512,16,6,512,200,"[9.99970623 9.96848185 9.14610862 9.99999844 9.92435319 9.93800833
 9.17121893 9.4313271 ]",ucb,0.814817-0.866030-0.122432-0.227984-0.714620-0.025213-0.868065-0.760544,13.815509557935018,0.00010000000000262058
256,512,16,6,512,200,"[9.73611466 9.97603063 7.33594728 9.92601115 9.96109464 5.46611364
 9.96606367 9.98876957]",ucb,0.000000-0.000000-0.000005-0.000000-1.000000-0.528731-0.000000-0.000000,9.949164345917989,0.035990180458136733
256,512,16,6,512,200,"[9.73611466 9.97603063 7.33594728 9.92601115 9.96109464 5.46611364
 9.96606367 9.98876957]",ucb,0.000000-0.000000-0.000005-0.000000-1.000000-0.528731-0.000000-0.000000,9.949164345917989,0.035990180458136733
256,512,16,6,512,200,"[9.73611466 9.97603063 7.33594728 9.92601115 9.96109464 5.46611364
 9.96606367 9.98876957]",ucb,0.000000-0.000000-0.000005-0.000000-1.000000-0.528731-0.000000-0.000000,9.949164345917989,0.035990180458136733
256,512,16,6,512,200,"[9.73611466 9.97603063 7.33594728 9.92601115 9.96109464 5.46611364
 9.96606367 9.98876957]",ucb,0.000000-0.000000-0.000005-0.000000-1.000000-0.528731-0.000000-0.000000,9.949164345917989,0.035990180458136733
256,512,16,6,512,200,"[9.73611466 9.97603063 7.33594728 9.92601115 9.96109464 5.46611364
 9.96606367 9.98876957]",ucb,0.000000-0.000000-0.000005-0.000000-1.000000-0.528731-0.000000-0.000000,9.949164345917989,0.035990180458136733
256,512,16,6,512,200,"[9.73611466 9.97603063 7.33594728 9.92601115 9.96109464 5.46611364
 9.96606367 9.98876957]",ucb,0.000000-0.000000-0.000005-0.000000-1.000000-0.528731-0.000000-0.000000,9.949164345917989,0.035990180458136733
256,512,16,6,512,200,"[9.73611466 9.97603063 7.33594728 9.92601115 9.96109464 5.46611364
 9.96606367 9.98876957]",ucb,0.000000-0.000000-0.000005-0.000000-1.000000-0.528731-0.000000-0.000000,9.949164345917989,0.035990180458136733
256,512,16,6,512,200,"[9.73611466 9.97603063 7.33594728 9.92601115 9.96109464 5.46611364
 9.96606367 9.98876957]",ucb,0.000000-0.000000-0.000005-0.000000-1.000000-0.528731-0.000000-0.000000,9.949164345917989,0.035990180458136733
256,512,16,6,512,200,"[9.73611466 9.97603063 7.33594728 9.92601115 9.96109464 5.46611364
 9.96606367 9.98876957]",ucb,0.000000-0.000000-0.000005-0.000000-1.000000-0.528731-0.000000-0.000000,9.949164345917989,0.035990180458136733
256,512,16,6,512,200,"[9.88827896 9.98201169 7.41925909 9.97934336 9.98511483 4.72682161
 9.94054521 9.98922811]",ucb,0.001152-0.000000-0.000006-0.037042-1.000000-0.534078-0.000000-0.000000,21.73428230642513,0.0808119327000972
512,512,16,6,512,200,"[9.2860913  9.93348456 7.04196902 9.7389364  9.99095287 5.11289861
 9.95563528 9.99815586]",ucb,0.039524-0.050171-0.000028-0.005296-1.000000-0.498279-0.015384-0.341393,19.34662240440205,0.072103115671867
512,512,16,6,512,200,"[9.2860913  9.93348456 7.04196902 9.7389364  9.99095287 5.11289861
 9.95563528 9.99815586]",ucb,0.034703-0.044743-0.000019-0.005444-1.000000-0.482578-0.012039-0.349413,19.350601866998264,0.07011126308125429
512,512,16,6,512,200,"[7.95344069 4.69303143 6.00487792 5.0025549  3.01926756 3.79227285
 8.96826089 4.73917384]",ucb,0.163961-0.155846-0.178204-0.000000-1.000000-0.473299-0.268290-0.491403,2.280377171985696,17.461868769062715
512,512,16,6,512,200,"[7.95344069 4.69303143 6.00487792 5.0025549  3.01926756 3.79227285
 8.96826089 4.73917384]",nei,0.163984-0.155853-0.178249-0.000000-1.000000-0.473296-0.268317-0.491408,2.2803747654224886,17.46187013632012
